Inselberg;Pool;Alpha;Biomass;Depth;Gamma;PC1;PC2;ASE;GSE
MAL;Mal11;20.065;3.13785492;13;55.093;-0.811548907;0.244259046;10.47739906;2.972
MAL;Mal12;6;10.75765581;7;55.093;-0.811548907;0.244259046;0.500908266;2.972
MAL;Mal13;25.486;7.378811503;5.5;55.093;-0.811548907;0.244259046;10.66650817;2.972
MAL;Mal14;23.999;2.470916176;14;55.093;-0.811548907;0.244259046;6.770600326;2.972
MAL;Mal15;10;7.361184043;6;55.093;-0.811548907;0.244259046;0.592615221;2.972
MAL;Mal16;15.498;0.26187844;11;55.093;-0.811548907;0.244259046;4.243803988;2.972
MAL;Mal17;12.998;1.713726797;35;55.093;-0.811548907;0.244259046;1.140790426;2.972
MAL;Mal18;15.999;19.30528122;2;55.093;-0.811548907;0.244259046;1.194336924;2.972
MAL;Mal19;24.982;2.949127446;21;55.093;-0.811548907;0.244259046;7.602090941;2.972
MAL;Mal20;28.766;1.001512299;35;55.093;-0.811548907;0.244259046;12.52736914;2.972
MAL;Mal21;8.499;7.50892722;6;55.093;-0.811548907;0.244259046;1.754466127;2.972
MAL;Mal22;14.999;5.004623404;10;55.093;-0.811548907;0.244259046;3.158554293;2.972
MAL;Mal23;18.499;2.918268089;28;55.093;-0.811548907;0.244259046;4.737705942;2.972
MAL;Mal24;11.5;6.478692634;9;55.093;-0.811548907;0.244259046;1.821796956;2.972
MAL;Mal25;16;11.78990497;43;55.093;-0.811548907;0.244259046;0.590304969;2.972
MAL;Mal26;13;4.52144931;45;55.093;-0.811548907;0.244259046;0.26500484;2.972
MAL;Mal27;18;7.81867685;23;55.093;-0.811548907;0.244259046;2.165689483;2.972
MAL;Mal28;7;7.863988656;6;55.093;-0.811548907;0.244259046;0.140705294;2.972
MAL;Mal29;36.97;75.68080968;21;55.093;-0.811548907;0.244259046;12.75970619;2.972
MAL;Mal30;15.999;187.9558873;5;55.093;-0.811548907;0.244259046;2.880539779;2.972
